0.603909,-0.501018,0.757152,0.044813,0.013404,0.717986,0.694484,0.015605,0.112499,0.272517,0.480432,-0.440623,-0.147525,-0.22512,-0.494595,-0.142947,0.484566,-0.173505,0.246499,0.003398,0.146147,0.118464,-0.154359,0.62983,0.711549,0.317383,-0.116531,0.064269,0.626365,-0.80924
0.613107,-0.497238,0.757231,0.045948,0.014323,0.719575,0.692745,0.021171,0.124034,0.266017,0.474399,-0.427987,-0.164598,-0.245138,-0.493962,-0.144509,0.537877,-0.179985,0.245825,0.004927,0.140708,0.083531,-0.111979,0.585321,0.678489,0.309676,-0.119339,0.072682,0.602525,-0.813604
0.623659,-0.493249,0.758145,0.045558,0.014316,0.721802,0.69045,0.028635,0.14012,0.256749,0.460428,-0.407163,-0.183701,-0.257868,-0.489723,-0.158576,0.581478,-0.182815,0.241957,0.006266,0.138693,0.055778,-0.090323,0.544726,0.656163,0.30416,-0.118594,0.077408,0.569978,-0.807358
0.63516,-0.489167,0.760103,0.042499,0.01347,0.724161,0.688188,0.032901,0.162011,0.245207,0.444434,-0.378563,-0.202961,-0.261395,-0.476674,-0.179671,0.606672,-0.180724,0.232667,0.006709,0.139119,0.040154,-0.089887,0.506661,0.639224,0.297668,-0.114782,0.079858,0.531513,-0.789587
0.647545,-0.484893,0.763279,0.037494,0.011864,0.727246,0.685249,0.029386,0.189516,0.22835,0.436226,-0.338036,-0.221664,-0.247078,-0.452482,-0.206029,0.601426,-0.182695,0.220185,0.005465,0.141266,0.041095,-0.112813,0.476521,0.636215,0.290255,-0.110483,0.087349,0.494099,-0.766171
0.660624,-0.479941,0.768585,0.031571,0.009088,0.730635,0.681978,0.022542,0.221579,0.205915,0.436605,-0.292116,-0.237992,-0.214391,-0.42026,-0.243649,0.569018,-0.192819,0.204117,0.002211,0.145007,0.053453,-0.149783,0.457302,0.643777,0.279948,-0.109699,0.105788,0.461174,-0.750909
0.673369,-0.475089,0.771819,0.0272,0.005249,0.734223,0.678343,0.014702,0.249552,0.181309,0.44141,-0.253694,-0.246214,-0.173939,-0.387805,-0.282814,0.528118,-0.213136,0.186748,-0.002932,0.147812,0.070995,-0.193546,0.449811,0.651823,0.268077,-0.114254,0.132623,0.431001,-0.744131
0.685515,-0.470376,0.773085,0.022924,-0.000615,0.738183,0.674211,0.006315,0.277371,0.154563,0.453135,-0.235429,-0.247679,-0.130123,-0.351916,-0.3221,0.484639,-0.241147,0.172051,-0.008494,0.147742,0.093341,-0.238695,0.445944,0.653263,0.254327,-0.118369,0.162573,0.403612,-0.735762
0.696818,-0.466289,0.771612,0.017164,-0.01011,0.743513,0.668425,-0.010152,0.312793,0.122582,0.484576,-0.253778,-0.247799,-0.099517,-0.313226,-0.355144,0.469201,-0.269575,0.159453,-0.01569,0.143578,0.120234,-0.282926,0.442988,0.653226,0.238347,-0.123642,0.198197,0.382833,-0.733817
0.706522,-0.462695,0.767973,0.010448,-0.026056,0.7507,0.660047,-0.030854,0.36384,0.097727,0.535144,-0.296755,-0.247809,-0.073923,-0.271565,-0.387206,0.478188,-0.290928,0.150533,-0.024486,0.138106,0.149527,-0.328151,0.443777,0.658154,0.223091,-0.125359,0.229756,0.368202,-0.729419
0.714699,-0.459598,0.763572,0.004018,-0.042364,0.756713,0.65236,-0.062336,0.416124,0.071354,0.602525,-0.326151,-0.247813,-0.056336,-0.232648,-0.413217,0.497631,-0.314737,0.143459,-0.033886,0.139126,0.166633,-0.369021,0.435355,0.680332,0.19896,-0.123389,0.248193,0.364444,-0.725564
0.721184,-0.457008,0.76001,0.000567,-0.055218,0.760235,0.647297,-0.100176,0.449103,0.027114,0.674276,-0.314281,-0.247812,-0.045777,-0.204114,-0.429713,0.521091,-0.338427,0.137128,-0.041394,0.146149,0.16772,-0.407431,0.430028,0.718958,0.183224,-0.128896,0.242591,0.370105,-0.722907
0.725555,-0.454964,0.757497,-0.000682,-0.063217,0.761562,0.645001,-0.148854,0.458445,-0.033654,0.756895,-0.274543,-0.247803,-0.042369,-0.187876,-0.43712,0.543788,-0.358187,0.131291,-0.045952,0.154425,0.154467,-0.441132,0.431956,0.769702,0.167405,-0.1287,0.21682,0.380405,-0.729083
0.728132,-0.452977,0.756758,0.001538,-0.06758,0.762403,0.643562,-0.193514,0.447073,-0.094607,0.831951,-0.21047,-0.247799,-0.031459,-0.181145,-0.443374,0.549448,-0.368012,0.12769,-0.049436,0.17368,0.126471,-0.454109,0.430428,0.792401,0.159202,-0.121502,0.183539,0.390342,-0.740906
0.728611,-0.451232,0.757201,0.004424,-0.068284,0.764062,0.641504,-0.233345,0.426051,-0.139286,0.892447,-0.155846,-0.247804,-0.020117,-0.183556,-0.450149,0.546355,-0.369657,0.128991,-0.054611,0.187712,0.1147,-0.463517,0.415149,0.813276,0.159708,-0.109575,0.141954,0.392921,-0.745641
0.726765,-0.44948,0.759959,0.006484,-0.066629,0.766277,0.639013,-0.266264,0.408626,-0.162063,0.928446,-0.14128,-0.247789,-0.012589,-0.192576,-0.456392,0.541135,-0.364165,0.134925,-0.060756,0.194812,0.114554,-0.457643,0.393418,0.813958,0.168034,-0.100765,0.114669,0.384935,-0.75243
0.722745,-0.447949,0.761542,0.006685,-0.064054,0.768028,0.637169,-0.283493,0.407811,-0.148679,0.922507,-0.174267,-0.247794,-0.012947,-0.205723,-0.458746,0.541046,-0.348701,0.143614,-0.067125,0.200517,0.123487,-0.443937,0.370344,0.801159,0.18208,-0.098101,0.103228,0.374129,-0.754367
0.717219,-0.446167,0.763689,0.006111,-0.059968,0.76725,0.638509,-0.284078,0.423853,-0.104626,0.873442,-0.192014,-0.247791,-0.016826,-0.218807,-0.452851,0.535533,-0.321466,0.152291,-0.073915,0.206981,0.135849,-0.435952,0.354885,0.788245,0.197193,-0.101169,0.102212,0.365716,-0.749934
0.710073,-0.444243,0.766276,0.002842,-0.056618,0.764375,0.642275,-0.273688,0.432858,-0.063947,0.797969,-0.187141,-0.247782,-0.023353,-0.22596,-0.44108,0.523232,-0.284625,0.160054,-0.078857,0.211293,0.149943,-0.433178,0.347206,0.777321,0.210146,-0.108064,0.111065,0.364693,-0.74803
0.70116,-0.442349,0.769232,-0.0006,-0.052491,0.760697,0.646981,-0.250129,0.415848,-0.030498,0.703425,-0.183553,-0.247801,-0.029806,-0.234543,-0.425312,0.50481,-0.241641,0.168721,-0.082869,0.212092,0.162693,-0.438061,0.345836,0.768521,0.222039,-0.119022,0.127761,0.367444,-0.74958
0.690348,-0.440588,0.771481,-0.003103,-0.04787,0.754592,0.654438,-0.212807,0.386466,-0.010484,0.604595,-0.197773,-0.247804,-0.035759,-0.246438,-0.402837,0.482205,-0.2016,0.1807,-0.084684,0.211739,0.174123,-0.449735,0.346376,0.76528,0.231272,-0.135994,0.152534,0.371728,-0.755489
0.678786,-0.439077,0.77155,-0.005393,-0.042988,0.746082,0.664443,-0.171517,0.372182,0.017634,0.52033,-0.213454,-0.247736,-0.036249,-0.256351,-0.381433,0.446501,-0.180159,0.19256,-0.083682,0.206418,0.181112,-0.461043,0.347394,0.753453,0.230824,-0.153308,0.181632,0.370376,-0.763562
0.66706,-0.438105,0.76985,-0.007489,-0.035561,0.735726,0.676303,-0.13782,0.366255,0.07183,0.47263,-0.252526,-0.246623,-0.036886,-0.271748,-0.366052,0.406859,-0.201019,0.209661,-0.080471,0.200892,0.184478,-0.469811,0.343439,0.737181,0.227552,-0.172478,0.205676,0.370065,-0.763883
0.654624,-0.437523,0.766952,-0.008047,-0.029716,0.726276,0.686714,-0.115068,0.356859,0.132148,0.456759,-0.309072,-0.240685,-0.040434,-0.288486,-0.341476,0.379716,-0.222198,0.229482,-0.077954,0.192589,0.187538,-0.480801,0.3371,0.719222,0.222328,-0.189921,0.227056,0.366421,-0.759768
0.642348,-0.437438,0.765614,-0.005611,-0.024545,0.715906,0.697743,-0.102821,0.339867,0.176377,0.464096,-0.337853,-0.231504,-0.054755,-0.307249,-0.298755,0.37148,-0.221698,0.243182,-0.075257,0.180381,0.188032,-0.488607,0.341117,0.694688,0.214397,-0.201508,0.240811,0.36966,-0.761552
0.629964,-0.437654,0.764249,-0.000266,-0.020298,0.704829,0.709087,-0.097496,0.317594,0.212444,0.492001,-0.360933,-0.212759,-0.076649,-0.330601,-0.253816,0.381139,-0.213185,0.247318,-0.069715,0.159282,0.187307,-0.501288,0.370344,0.69558,0.207065,-0.199472,0.235116,0.392345,-0.766675
0.618367,-0.437725,0.762476,0.007087,-0.017864,0.693457,0.720242,-0.08464,0.295656,0.249201,0.514023,-0.381741,-0.193093,-0.101831,-0.354903,-0.210048,0.405107,-0.206748,0.247697,-0.061671,0.133519,0.178832,-0.51139,0.428425,0.719701,0.21395,-0.170939,0.202976,0.427818,-0.762618
0.608124,-0.438053,0.759633,0.0154,-0.014899,0.681781,0.731242,-0.075771,0.274702,0.284726,0.54097,-0.404685,-0.177717,-0.137083,-0.37963,-0.161155,0.44453,-0.209865,0.247724,-0.053109,0.112095,0.167112,-0.526786,0.483417,0.765021,0.216438,-0.126249,0.151693,0.468356,-0.758451
0.599492,-0.438503,0.755735,0.024583,-0.0117,0.670325,0.741568,-0.072088,0.254962,0.317014,0.576056,-0.43095,-0.164768,-0.18234,-0.403201,-0.108546,0.501862,-0.217721,0.247772,-0.044828,0.094399,0.158947,-0.543535,0.510831,0.818062,0.218167,-0.072941,0.080365,0.488816,-0.72916
0.593169,-0.438924,0.751565,0.033025,-0.010617,0.662937,0.747871,-0.073903,0.241746,0.337171,0.616788,-0.457805,-0.156079,-0.22402,-0.420417,-0.063002,0.566334,-0.219389,0.247785,-0.037681,0.081856,0.154409,-0.548223,0.505947,0.851101,0.22531,-0.03334,0.026942,0.49481,-0.700246
0.589523,-0.439391,0.748719,0.038286,-0.010013,0.66043,0.749844,-0.080954,0.2347,0.345036,0.648739,-0.475771,-0.151701,-0.260424,-0.430238,-0.029715,0.627136,-0.207645,0.247777,-0.033327,0.076188,0.149492,-0.528058,0.486311,0.844059,0.240948,-0.020427,0.015035,0.49021,-0.707677
0.587931,-0.439531,0.750234,0.040753,-0.010472,0.662073,0.748257,-0.084205,0.229109,0.342909,0.656803,-0.477246,-0.149489,-0.286707,-0.435823,-0.008444,0.677071,-0.17822,0.247773,-0.032586,0.075568,0.146918,-0.503068,0.478289,0.823497,0.264126,-0.012136,0.013274,0.482113,-0.725534
0.588817,-0.439337,0.753945,0.03867,-0.010961,0.668691,0.742453,-0.082291,0.225187,0.330159,0.630671,-0.457398,-0.150023,-0.298738,-0.432884,-0.005866,0.703279,-0.134648,0.247644,-0.034727,0.074308,0.150158,-0.484437,0.479043,0.799417,0.28581,0.00859,-0.004415,0.472926,-0.718442
0.592085,-0.438526,0.760535,0.033753,-0.009083,0.67796,0.734267,-0.0766,0.220628,0.312141,0.577464,-0.420116,-0.154645,-0.293381,-0.419405,-0.023303,0.688182,-0.13414,0.247761,-0.036002,0.068169,0.162289,-0.480957,0.484377,0.782606,0.298547,0.029606,-0.029016,0.463304,-0.683206
